name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
nador,2025-02-01T00:00:00,52.8,52.8,45.6,76.17,0,0,,0,0,6.9,5.6,274,1028.1,27.7,6,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T01:00:00,52.5,52.5,45.1,75.86,0,0,,0,0,6.9,3.4,284,1028.3,43.6,6,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T02:00:00,50.9,50.9,44.8,79.37,0,0,,0,0,5.1,4.7,265,1027.4,0,6,0,0,0,,Clear,clear-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T03:00:00,49.7,48.4,43.3,78.73,0,0,,0,0,5.6,4.1,280,1027.4,0,6,0,0,0,,Clear,clear-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T04:00:00,49.3,47.2,44.1,82.11,0,0,,0,0,6.9,5.5,259,1027.2,40,6,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T05:00:00,50.3,50.3,44.2,79.54,0,0,,0,0,6.7,6.5,268,1026.3,0,6,0,0,0,,Clear,clear-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T06:00:00,49.2,47,42.6,77.91,0,0,,0,0,7.6,5.6,264,1026,0,6,0,0,0,,Clear,clear-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T07:00:00,48.9,47,40.3,72.07,0,0,,0,0,8.1,4.9,255,1026.2,8.5,11,0,0,0,,Clear,clear-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T08:00:00,48.3,46.7,39.5,71.41,0,0,,0,0,7.8,4.3,230,1025.5,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T09:00:00,49.8,48.3,37.1,61.73,0,0,,0,0,10.3,4.4,246,1026.1,27.7,6,33.7,0.1,0,,Partially cloudy,partly-cloudy-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T10:00:00,54.3,54.3,36.3,50.38,0,0,,0,0,6.9,4.3,258,1025.6,8.5,11,193.4,0.7,2,,Clear,clear-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T11:00:00,57,57,36.6,46.25,0,0,,0,0,16.3,6.1,245,1025.4,27.7,6,375.2,1.4,4,,Partially cloudy,partly-cloudy-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T12:00:00,59.4,59.4,35.9,41.27,0,0,,0,0,18.8,5.7,290,1025.3,27.7,6,518.7,1.9,5,,Partially cloudy,partly-cloudy-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T13:00:00,60.5,60.5,36.8,41.22,0,0,,0,0,11.4,8.1,281,1024.2,8.5,13.8,612.6,2.2,6,,Clear,clear-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T14:00:00,59.8,59.8,38.6,45.37,0,0,,0,0,27.3,8.6,270,1023,25.8,6.2,637.5,2.3,6,,Partially cloudy,partly-cloudy-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T15:00:00,60,60,40.9,49.2,0,0,,0,0,23,8.8,297,1021.9,25.8,6.2,602,2.2,6,,Partially cloudy,partly-cloudy-day,"GMMW,60338099999,GEML,60340099999"
nador,2025-02-01T16:00:00,59.7,59.7,41.9,51.86,0,0,,0,0,17.2,10.3,293,1021.2,19.4,13.8,493.3,1.8,5,,Clear,clear-day,"GMMW,60338099999,GEML,60340099999"
