name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Taourirt ,2025-02-01T00:00:00,48.2,46.3,44.6,87.29,0,0,,0,0,5.1,4.7,290,1027,27.4,5,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60340099999"
Taourirt ,2025-02-01T01:00:00,46.4,45.3,43.1,88.08,0,0,,0,0,6.9,3.4,280,1028.2,42.1,5,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60340099999"
Taourirt ,2025-02-01T02:00:00,42.8,40,41,93.3,0,0,,0,0,3.4,4.7,240,1027,0,5,0,0,0,,Clear,clear-night,"GMMW,60340099999"
Taourirt ,2025-02-01T03:00:00,42.8,40,39.2,87,0,0,,0,0,3.8,4.7,300,1027,0,5,0,0,0,,Clear,clear-night,"GMMW,60340099999"
Taourirt ,2025-02-01T04:00:00,41.1,38.5,37.8,88.12,0,0,,0,0,6.9,4,255,1027.3,40,5,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60340099999"
Taourirt ,2025-02-01T05:00:00,41,37.9,39.2,93.25,0,0,,0,0,5.4,4.7,280,1026,0,5,0,0,0,,Clear,clear-night,"GMMW,60340099999"
Taourirt ,2025-02-01T06:00:00,39.2,35.8,37.4,93.2,0,0,,0,0,5.6,4.7,280,1025,0,5,0,0,0,,Clear,clear-night,"GMMW,60340099999"
Taourirt ,2025-02-01T07:00:00,38.8,36,36,89.55,0,0,,0,0,8.1,4,255,1025.9,27.4,5,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60340099999"
Taourirt ,2025-02-01T08:00:00,37.4,37.4,35.6,93.14,0,0,,0,0,6.5,2.2,165.9,1025,50,5,0,0,0,,Partially cloudy,partly-cloudy-night,"GMMW,60340099999"
Taourirt ,2025-02-01T09:00:00,39.2,37,35.6,86.8,0,0,,0,0,6.7,3.4,320,1026,27.4,5,38.3,0.1,0,,Partially cloudy,partly-cloudy-day,"GMMW,60340099999"
