name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Jerada,2025-04-01T00:00:00,48.3,46.4,35.7,61.55,0,0,,0,0,18.3,4.7,270,1013.5,86.6,10.8,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T01:00:00,48.2,46.3,35.6,61.54,0,0,,0,0,8.9,4.7,240,1013,88.2,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T02:00:00,48.2,46.3,37.4,66.07,0,0,,0,0,11,4.7,220,1012,89.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T03:00:00,50,47.2,37.5,61.99,0,0,,0,0,11,6.9,200,1012.6,40,10.8,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T04:00:00,50,48.4,37.4,61.78,0,0,,0,0,10.5,4.7,310,1012,44.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T05:00:00,48.2,48.2,37.4,66.07,0,0,,0,0,9.2,1.1,316.9,1011,50.1,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T06:00:00,47.9,47.9,37.9,68.03,0,0,,0,0,9.2,2.5,232,1011.7,67.3,10.4,0,0,0,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-01T07:00:00,53.6,53.6,41,62.25,0,0,,0,0,6.7,2.2,279.7,1011,88.4,6.2,70,0.3,1,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T08:00:00,55.4,55.4,41,58.3,0,0,,0,0,6.7,1.1,305.9,1011,89.3,6.2,244.8,0.9,2,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T09:00:00,62.1,62.1,40.6,45.18,0,0,,0,0,9.8,2.5,350,1011,55.8,10.4,460,1.7,5,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-01T10:00:00,66.2,66.2,39.2,37.06,0,0,,0,0,12.1,9.2,360,1011,76.7,6.2,628.4,2.3,6,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T11:00:00,66.2,66.2,44.6,45.63,0,0,,0,0,15,13.9,340,1010,58.1,6.2,812.3,2.9,8,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T12:00:00,68.8,68.8,43.2,39.54,0,0,,0,0,23,12.7,350,1009.7,67.3,10.4,908.4,3.3,9,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-01T13:00:00,68,68,48.2,49.13,0,0,,0,0,20.6,19.7,360,1009,5.2,6.2,941.9,3.4,9,,Clear,clear-day,"60115099999,GMFO"
Jerada,2025-04-01T14:00:00,68,68,41,37.35,0,0,,0,0,24.6,20.8,350,1009,25,6.2,842.9,3,8,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T15:00:00,68,68,40.2,36.26,0,0,,0,0,27.1,19.3,342,1008.2,37,19.3,730.1,2.6,7,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-01T16:00:00,66.2,66.2,44.6,45.63,0,0,,0,0,29.3,17.2,350,1008,60.9,6.2,515.8,1.9,5,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T17:00:00,64.4,64.4,46.4,52.01,0,0,,0,0,31.1,15,350,1008,51.6,6.2,278.5,1,3,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
Jerada,2025-04-01T18:00:00,63.1,63.1,46.8,55.25,0,0,,0,0,28.9,12.9,342,1008.3,18.4,10.4,133.5,0.5,1,,Clear,clear-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-01T19:00:00,59,59,48.2,67.36,0,0,,0,0,22.4,5.8,320,1008,75.8,6.2,8.9,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T20:00:00,55.4,55.4,50,82.01,0,0,,0,0,18.6,4.7,10,1009,97.1,6.2,0,0,0,,Overcast,cloudy,"60115099999,GMFO"
Jerada,2025-04-01T21:00:00,54,54,49.8,85.61,0,0,,0,0,16.1,2.2,160,1009.2,30,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T22:00:00,53.6,53.6,50,87.57,0,0,,0,0,13.6,3.4,160,1009,34.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-01T23:00:00,51.8,51.8,48.2,87.48,0,0,,0,0,10.5,4.7,210,1008,35.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-02T00:00:00,53.2,53.2,48.3,83.22,0,0,,0,0,18.3,3.4,240,1008.2,10,9.3,0,0,0,,Clear,clear-night,"60115099999,GMFO"
Jerada,2025-04-02T01:00:00,51.8,51.8,46.4,81.75,0,0,,0,0,8.1,2.2,302.1,1008,1.5,6.2,0,0,0,,Clear,clear-night,"60115099999,GMFO"
Jerada,2025-04-02T02:00:00,51.8,51.8,46.4,81.75,0,0,,0,0,6.7,3.4,200,1007,100,6.2,0,0,0,,Overcast,cloudy,"60115099999,GMFO"
Jerada,2025-04-02T03:00:00,51.8,51.8,42.9,71.52,0,0,,0,0,6,4.7,190,1006.5,80,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-02T04:00:00,51.8,51.8,42.8,71.28,0,0,,0,0,5.4,5.8,220,1006,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,GMFO"
Jerada,2025-04-02T05:00:00,50,50,41,71.09,0,0,,0,0,5.1,2.2,160.2,1006,0,6.2,0,0,0,,Clear,clear-night,"60115099999,GMFO"
Jerada,2025-04-02T06:00:00,49.7,49,42.5,76.18,0,0,,0,0,9.2,3.4,231,1006.5,18.4,9.3,0,0,0,,Clear,clear-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-02T07:00:00,57.2,57.2,44.6,62.72,0,0,,0,0,6.3,3.4,200,1006,0,6.2,74.6,0.3,1,,Clear,clear-day,"60115099999,GMFO"
Jerada,2025-04-02T08:00:00,62.6,62.6,46.4,55.4,0,0,,0,0,8.5,8.1,210,1006,0,6.2,280.1,1,3,,Clear,clear-day,"60115099999,GMFO"
Jerada,2025-04-02T09:00:00,66.6,66.6,47.2,49.65,0,0,,0,0,10.7,5.1,190,1006.7,18.4,10.4,500.7,1.8,5,,Clear,clear-day,"60115099999,60522099999,GMFO"
Jerada,2025-04-02T10:00:00,69.8,69.8,44.6,40.32,0,0,,0,0,11.6,6.9,220,1007,27.4,6.2,694.4,2.5,7,,Partially cloudy,partly-cloudy-day,"60115099999,GMFO"
