name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Berkane,2025-01-01T00:00:00,42.6,39.6,31.3,63.97,0,0,,0,0,8.9,4.9,236,1027.1,50,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T01:00:00,39.6,36,30.3,69.16,0.091,100,rain,0,0,10.6,5,240,1027.4,31.9,9.6,0,0,0,,"Rain, Partially cloudy",rain,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T02:00:00,39.5,36.1,31.5,73,0,0,,0,0,5.4,4.7,221,1026.2,27.9,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T03:00:00,37.8,33.2,30,73.14,0,0,,0,0,4,5.8,237,1026.1,27.9,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T04:00:00,38.1,33.9,31.2,76,0,0,,0,0,6.9,5.3,225,1027.3,31.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T05:00:00,37.7,34.1,29.9,73.13,0.023,100,rain,0,0,4.5,4.6,245,1025.4,27.9,6.2,0,0,0,,"Rain, Partially cloudy",rain,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T06:00:00,36.7,34.2,30.1,76.73,0.015,100,rain,0,0,5.1,3.3,276,1025.4,27.9,6.2,0,0,0,,"Rain, Partially cloudy",rain,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T07:00:00,37.7,32.9,30,73.73,0,0,,0,0,11.1,6.1,213,1026.8,49.3,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60522099999,60338099999,60340099999,60517099999,GMFO"
Berkane,2025-01-01T08:00:00,37.9,34.3,29.7,71.88,0,0,,0,0,5.8,4.7,209,1025.4,46.7,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T09:00:00,39.3,35.5,31.3,72.61,0,0,,0,0,5.8,5.3,204,1026.2,46.7,6.2,16.6,0.1,0,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T10:00:00,42.8,40.3,33.2,68.76,0,0,,0,0,9.2,4.2,292,1027.6,63,10.7,108.5,0.4,1,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,60338099999,60340099999,60517099999,GMFO"
Berkane,2025-01-01T11:00:00,48.5,47.5,36,61.74,0,0,,0,0,7.4,3.6,223,1027.2,82.5,6.2,232.9,0.8,2,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T12:00:00,52.9,52.9,39.2,59.44,0,0,,0,0,11,2.7,20,1027.2,82.5,6.1,308.5,1.1,3,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T13:00:00,55.8,55.8,40.8,57.1,0,0,,0,0,8.1,3.1,1,1026.7,58.7,9.7,347,1.2,3,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,60338099999,60340099999,60517099999,GMFO"
Berkane,2025-01-01T14:00:00,56.8,56.8,39.4,52.18,0.008,100,rain,0,0,13.4,5.5,352,1025.4,56.6,6,417.6,1.5,4,,"Rain, Partially cloudy",rain,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T15:00:00,55.6,55.6,41.1,58.12,0,0,,0,0,15.7,7.5,10,1024.5,50,6,381.9,1.4,4,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T16:00:00,55.4,55.4,42.2,61.05,0,0,,0,0,15,7.8,1,1025.3,79.5,10.6,214.2,0.8,2,,Partially cloudy,partly-cloudy-day,"60115099999,60522099999,60338099999,60340099999,60517099999,GMFO"
Berkane,2025-01-01T17:00:00,54.5,54.5,40.9,60.01,0,0,,0,0,16.8,9.4,6,1025.2,82.5,6,106.2,0.4,1,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T18:00:00,52.8,52.8,43.9,71.62,0,0,,0,0,14.5,9.7,3,1025.2,82.5,4.7,45.3,0.2,0,,Partially cloudy,partly-cloudy-day,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T19:00:00,52.1,52.1,46.8,81.96,0.017,100,rain,0,0,14.8,3.7,356,1026,88,7.7,0.1,0,0,,"Rain, Partially cloudy",rain,"60115099999,60522099999,60338099999,60340099999,60517099999,GMFO"
Berkane,2025-01-01T20:00:00,49.4,46.8,45.8,87.35,0.005,100,rain,0,0,8.7,6.2,344,1025.5,82.5,6,0,0,0,,"Rain, Partially cloudy",rain,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T21:00:00,49.4,47,44.1,81.78,0,0,,0,0,8.5,5.8,108,1026.4,71.4,6,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T22:00:00,49.2,47.6,42.7,78.08,0,0,,0,0,8.1,4.5,3,1027.1,71.8,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-01T23:00:00,46.4,46.4,41.5,82.66,0,0,,0,0,5.1,2.9,255,1026.4,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-02T00:00:00,45.1,45.1,41.2,86.04,0,0,,0,0,4,2.7,265,1027.1,50,6,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-02T01:00:00,45.1,42.9,42.5,90.47,0,0,,0,0,11.7,4.3,225,1027.8,54.1,9.4,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,60340099999,GMFO"
Berkane,2025-01-02T02:00:00,46,43.2,42.2,86.75,0,0,,0,0,6.5,5.5,231,1026.2,50,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"60115099999,60338099999,GMFO"
