name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Figuig,2025-02-01T00:00:00,45.4,39.4,34.2,64.79,0,0,,0,0,24.2,12.8,4.5,1024,2.2,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T01:00:00,44.9,38.9,34.4,66.61,0,0,,0,0,24.2,12.3,358.9,1025,0.4,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T02:00:00,44.9,38.8,34.2,66.13,0,0,,0,0,23.7,12.5,354.9,1024,0.2,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T03:00:00,44.3,37.8,34.1,67.02,0,0,,0,0,23.9,13.4,353.2,1024,0.5,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T04:00:00,44.1,37.4,33.9,67,0,0,,0,0,25.1,14.1,354.8,1024,8.7,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T05:00:00,44.1,37.3,34.4,68.46,0,0,,0,0,25.5,14.3,354.4,1024,10.8,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T06:00:00,43.4,36.4,33.9,68.87,0,0,,0,0,25.7,14.3,352.7,1024,1.2,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T07:00:00,43.2,36.1,33.2,67.38,0,0,,0,0,25.9,14.5,353.4,1024,8.5,,0,0,0,,Clear,clear-night,remote
Figuig,2025-02-01T08:00:00,43.4,36.4,33,66.43,0,0,,0,0,25.5,14.3,353.6,1024,16.5,,0,0,0,,Clear,clear-day,remote
Figuig,2025-02-01T09:00:00,45.2,38.7,34.1,64.77,0,0,,0,0,26.2,14.5,353.9,1024,18.6,,63.7,0.2,1,,Clear,clear-day,remote
Figuig,2025-02-01T10:00:00,47.7,41,33.7,58.05,0,0,,0,0,30.6,18.1,357.6,1024,15.4,,245.5,0.9,2,,Clear,clear-day,remote
Figuig,2025-02-01T11:00:00,50.6,50.6,33.2,51.02,0,0,,0,0,32.4,17.7,0.4,1024,2.4,,424.1,1.5,4,,Clear,clear-day,remote
Figuig,2025-02-01T12:00:00,52.2,52.2,33.2,48.06,0,0,,0,0,31.8,16.6,1.5,1023,4.7,,588.3,2.1,6,,Clear,clear-day,remote
Figuig,2025-02-01T13:00:00,53.3,53.3,33,45.86,0,0,,0,0,30.2,15.4,1.8,1022,1.6,,691.1,2.5,7,,Clear,clear-day,remote
Figuig,2025-02-01T14:00:00,54.4,54.4,32.4,43.14,0,0,,0,0,28.4,14.3,2.2,1021,1.8,,716.1,2.6,7,,Clear,clear-day,remote
Figuig,2025-02-01T15:00:00,56.2,56.2,31.2,38.41,0,0,,0,0,26.4,13,1.5,1020,0.4,,667.5,2.4,7,,Clear,clear-day,remote
Figuig,2025-02-01T16:00:00,56,56,31,38.38,0,0,,0,0,23.7,11.9,357.7,1019,1.5,,552.7,2,6,,Clear,clear-day,remote
Figuig,2025-02-01T17:00:00,56.4,56.4,30.8,37.61,0,0,,0,0,21.5,11.2,352.7,1019,1.2,,386.8,1.4,4,,Clear,clear-day,remote
Figuig,2025-02-01T18:00:00,54.1,54.1,30.8,40.94,0,0,,0,0,19.7,9.8,348.9,1019,0,,184.4,0.7,2,,Clear,clear-day,remote
Figuig,2025-02-01T19:00:00,52.1,52.1,30.5,43.39,0,0,,0,0,17.4,7.8,345.7,1019,0,,21.7,0.1,0,,Clear,clear-night,remote
