name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gurcif,2025-01-01T00:00:00,44,42.5,31.5,61.41,0,0,,0,0,8.3,3.4,46.7,1027,3.4,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T01:00:00,41.1,41.1,30.6,66.14,0,0,,0,0,6,1.8,44,1027,8.2,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T02:00:00,38.7,38.7,30.1,70.87,0,0,,0,0,5.4,0.9,341.2,1027,4.8,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T03:00:00,37.5,37.5,28.8,70.73,0,0,,0,0,5.8,0.4,329.1,1027,5.1,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T04:00:00,37.8,37.8,28.8,69.74,0,0,,0,0,5.6,0.2,160.8,1027,2.2,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T05:00:00,36.8,36.8,27.9,70.13,0,0,,0,0,5.4,0.4,186.2,1027,1.1,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T06:00:00,36.2,36.2,27.2,69.55,0,0,,0,0,5.4,0.4,247.4,1027,0,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T07:00:00,34.6,34.6,27.4,74.72,0,0,,0,0,5.6,0.4,280.9,1027,17.9,,0,0,0,,Clear,clear-night,remote
Gurcif,2025-01-01T08:00:00,33.3,33.3,27.4,78.58,0,0,,0,0,6.3,0.4,294.2,1028,38.5,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Gurcif,2025-01-01T09:00:00,34.8,34.8,27.8,75.29,0,0,,0,0,6.5,0.7,280,1028,50.4,,19.3,0.1,0,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T10:00:00,40.5,40.5,29.2,63.7,0,0,,0,0,7.2,0.7,235.5,1028,58,,137.5,0.5,1,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T11:00:00,46.7,46.7,33.3,59.59,0,0,,0,0,7.4,1.3,330.4,1029,80.5,,222.5,0.8,2,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T12:00:00,48.3,48.3,37.3,65.61,0,0,,0,0,7.4,2.7,5.8,1029,79.9,,295,1.1,3,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T13:00:00,50.6,50.6,39.6,65.9,0,0,,0,0,10.5,4.3,12.5,1028,51.4,,417.5,1.5,4,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T14:00:00,51.3,51.3,38.6,61.52,0,0,,0,0,13,6.9,20.6,1027,62.8,,416.1,1.5,4,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T15:00:00,52.1,52.1,37.8,58.24,0,0,,0,0,14.5,7.2,14.5,1026,73.1,,453.4,1.6,5,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T16:00:00,53.5,53.5,37.5,54.47,0,0,,0,0,14.5,6.9,19.3,1026,91.1,,275.7,1,3,,Overcast,cloudy,remote
Gurcif,2025-01-01T17:00:00,54.1,54.1,37.5,53.4,0,0,,0,0,14.1,6.3,24.4,1026,83.3,,102,0.4,1,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T18:00:00,53.9,53.9,37.7,54.14,0,0,,0,0,12.8,5.4,28.9,1026,89.5,,34.7,0.1,0,,Partially cloudy,partly-cloudy-day,remote
Gurcif,2025-01-01T19:00:00,54.1,54.1,38.2,54.93,0,0,,0,0,11.6,3.6,37.5,1026,70.4,,0.4,0,0,,Partially cloudy,partly-cloudy-night,remote
Gurcif,2025-01-01T20:00:00,52.1,52.1,38.4,59.49,0,0,,0,0,8.3,3.8,27.9,1027,33.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Gurcif,2025-01-01T21:00:00,50.3,50.3,39.5,66.32,0,0,,0,0,8.1,4.7,22.3,1027,28.5,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Gurcif,2025-01-01T22:00:00,47.7,47.7,41.1,77.59,0,0,,0,0,7.6,2.9,26.5,1028,19.6,,0,0,0,,Clear,clear-night,remote
